order_id,order_status,delivery_person_id,created_at_eet,received_at_eet,started_at_eet,arrived_at_eet,delivered_at_eet,,,
6779250,completed,364676,10/1/2022 13:49,10/1/2022 14:11,10/1/2022 14:20,10/1/2022 14:23,10/1/2022 14:27,,,
6779690,completed,379770,10/1/2022 14:14,10/1/2022 14:24,10/1/2022 14:47,10/1/2022 14:56,10/1/2022 14:58,,,
6773413,completed,548763,10/1/2022 8:16,10/1/2022 8:21,10/1/2022 8:21,10/1/2022 8:32,10/1/2022 8:36,,,
6779172,completed,364676,10/1/2022 13:46,10/1/2022 14:11,10/1/2022 14:27,10/1/2022 14:30,10/1/2022 14:31,,,
6783818,completed,483451,10/1/2022 18:44,10/1/2022 18:54,10/1/2022 19:06,10/1/2022 19:07,10/1/2022 19:07,,,
6780974,completed,379779,10/1/2022 15:28,10/1/2022 15:40,10/1/2022 15:40,10/1/2022 15:53,10/1/2022 15:54,,,
6787104,completed,378483,10/1/2022 22:15,10/1/2022 22:42,10/1/2022 22:57,10/1/2022 22:59,10/1/2022 23:00,,,
6782122,completed,378483,10/1/2022 16:47,10/1/2022 16:54,10/1/2022 17:12,10/1/2022 17:16,10/1/2022 17:19,,,
6785259,completed,330526,10/1/2022 20:08,10/1/2022 20:44,10/1/2022 20:58,10/1/2022 20:59,10/1/2022 20:59,,,
6781638,completed,483451,10/1/2022 16:09,10/1/2022 16:21,10/1/2022 16:31,10/1/2022 16:35,10/1/2022 16:37,,,
6784053,completed,378483,10/1/2022 18:58,10/1/2022 19:04,10/1/2022 19:12,10/1/2022 19:23,10/1/2022 19:25,,,
6785022,completed,441743,10/1/2022 19:55,10/1/2022 20:17,10/1/2022 20:17,10/1/2022 20:31,10/1/2022 20:43,,,
6783198,completed,483451,10/1/2022 18:05,10/1/2022 18:25,10/1/2022 18:25,10/1/2022 18:40,10/1/2022 18:43,,,
6787207,completed,378483,10/1/2022 22:21,10/1/2022 22:38,10/1/2022 22:42,10/1/2022 22:50,10/1/2022 22:56,,,
6787256,completed,447065,10/1/2022 22:24,10/1/2022 22:44,10/1/2022 22:51,10/1/2022 22:54,10/1/2022 22:58,,,
6786545,completed,449971,10/1/2022 21:37,10/1/2022 22:05,10/1/2022 22:36,10/1/2022 22:36,10/1/2022 22:36,,,
6782827,completed,441743,10/1/2022 17:38,10/1/2022 18:04,10/1/2022 18:04,10/1/2022 18:16,10/1/2022 18:24,,,
6787997,completed,441743,10/1/2022 23:24,10/1/2022 23:31,10/1/2022 23:39,10/1/2022 23:47,10/1/2022 23:49,,,
6787415,completed,379785,10/1/2022 22:37,10/2/2022 9:37,10/2/2022 9:54,10/2/2022 10:00,10/2/2022 10:07,,,
6780711,cancelled,379785,10/1/2022 15:11,,,,,,,
6775477,not-received,364676,10/1/2022 10:40,10/1/2022 10:44,,,,,,
6772063,completed,438128,10/1/2022 1:28,10/1/2022 1:32,10/1/2022 1:32,10/1/2022 1:36,10/1/2022 1:38,,,
6772372,completed,287306,10/1/2022 3:09,10/1/2022 3:21,10/1/2022 3:21,10/1/2022 3:27,10/1/2022 3:33,,,
6778002,completed,548763,10/1/2022 12:44,10/1/2022 13:05,10/1/2022 13:15,10/1/2022 13:23,10/1/2022 13:26,,,
6778534,completed,548763,10/1/2022 13:11,10/1/2022 13:41,10/1/2022 14:02,10/1/2022 14:08,10/1/2022 14:09,,,
6778900,completed,379779,10/1/2022 13:32,10/1/2022 13:51,10/1/2022 14:00,10/1/2022 14:03,10/1/2022 14:05,,,
6777124,completed,379785,10/1/2022 12:00,10/1/2022 12:21,10/1/2022 12:33,10/1/2022 12:36,10/1/2022 12:37,,,
6777820,completed,364676,10/1/2022 12:33,10/1/2022 12:49,10/1/2022 12:49,10/1/2022 12:54,10/1/2022 12:54,,,
6777705,completed,364676,10/1/2022 12:27,10/1/2022 12:57,10/1/2022 12:57,10/1/2022 13:01,10/1/2022 13:04,,,
6773328,completed,364676,10/1/2022 8:07,10/1/2022 8:14,10/1/2022 8:18,10/1/2022 8:23,10/1/2022 8:23,,,
6776565,completed,364676,10/1/2022 11:31,10/1/2022 11:47,10/1/2022 11:47,10/1/2022 11:52,10/1/2022 12:04,,,
6778972,completed,379779,10/1/2022 13:36,10/1/2022 13:53,10/1/2022 13:54,10/1/2022 13:59,10/1/2022 13:59,,,
6774815,completed,354690,10/1/2022 10:04,10/1/2022 10:22,10/1/2022 10:38,10/1/2022 10:38,10/1/2022 10:40,,,
6777677,completed,379779,10/1/2022 12:26,10/1/2022 12:45,10/1/2022 13:03,10/1/2022 13:09,10/1/2022 13:11,,,
6777529,completed,379779,10/1/2022 12:17,10/1/2022 12:51,10/1/2022 13:00,10/1/2022 13:01,10/1/2022 13:03,,,
6776722,completed,364676,10/1/2022 11:40,10/1/2022 11:50,10/1/2022 12:02,10/1/2022 12:08,10/1/2022 12:10,,,
6778656,completed,364676,10/1/2022 13:18,10/1/2022 13:29,10/1/2022 13:29,10/1/2022 13:34,10/1/2022 13:39,,,
6776814,completed,379779,10/1/2022 11:44,10/1/2022 11:58,10/1/2022 12:10,10/1/2022 12:19,10/1/2022 12:19,,,
6776873,completed,354690,10/1/2022 11:47,10/1/2022 12:17,10/1/2022 12:23,10/1/2022 12:33,10/1/2022 12:37,,,
6775124,completed,379770,10/1/2022 10:22,10/1/2022 10:29,10/1/2022 10:29,10/1/2022 10:38,10/1/2022 10:41,,,
6776456,completed,364676,10/1/2022 11:27,10/1/2022 11:31,10/1/2022 11:58,10/1/2022 11:58,10/1/2022 12:01,,,
6777663,completed,402571,10/1/2022 12:25,10/1/2022 12:51,10/1/2022 13:16,10/1/2022 13:29,10/1/2022 13:32,,,
6778030,completed,548763,10/1/2022 12:45,10/1/2022 12:56,10/1/2022 13:27,10/1/2022 13:30,10/1/2022 13:38,,,
6774775,completed,354690,10/1/2022 10:02,10/1/2022 10:17,10/1/2022 10:23,10/1/2022 10:34,10/1/2022 10:35,,,
6773316,completed,354690,10/1/2022 8:06,10/1/2022 8:11,10/1/2022 8:15,10/1/2022 8:25,10/1/2022 8:30,,,
6776838,completed,379779,10/1/2022 11:46,10/1/2022 12:02,10/1/2022 12:03,10/1/2022 12:08,10/1/2022 12:10,,,
6779466,completed,379785,10/1/2022 14:01,10/1/2022 14:15,10/1/2022 14:24,10/1/2022 14:28,10/1/2022 14:30,,,
6779223,completed,364676,10/1/2022 13:48,10/1/2022 14:11,10/1/2022 14:11,10/1/2022 14:15,10/1/2022 14:20,,,
6777758,completed,402571,10/1/2022 12:30,10/1/2022 12:58,10/1/2022 13:04,10/1/2022 13:13,10/1/2022 13:15,,,
6774749,completed,364676,10/1/2022 10:00,10/1/2022 10:08,10/1/2022 10:12,10/1/2022 10:18,10/1/2022 10:19,,,
6773382,completed,379785,10/1/2022 8:12,10/1/2022 10:31,10/1/2022 11:06,10/1/2022 11:08,10/1/2022 11:12,,,
6772744,completed,287306,10/1/2022 7:09,10/1/2022 7:16,10/1/2022 7:16,10/1/2022 7:24,10/1/2022 7:24,,,
6777644,completed,379779,10/1/2022 12:23,10/1/2022 12:45,10/1/2022 12:45,10/1/2022 12:59,10/1/2022 12:59,,,
6785172,completed,449971,10/1/2022 20:03,10/1/2022 20:45,10/1/2022 20:57,10/1/2022 20:58,10/1/2022 20:58,,,
6782019,completed,378483,10/1/2022 16:38,10/1/2022 16:51,10/1/2022 16:53,10/1/2022 17:08,10/1/2022 17:11,,,
6782737,completed,449971,10/1/2022 17:31,10/1/2022 18:02,10/1/2022 18:02,10/1/2022 18:12,10/1/2022 18:17,,,
6781524,completed,483451,10/1/2022 16:02,10/1/2022 16:24,10/1/2022 16:24,10/1/2022 16:29,10/1/2022 16:31,,,
6786651,completed,378483,10/1/2022 21:44,10/1/2022 22:07,10/1/2022 22:15,10/1/2022 22:17,10/1/2022 22:18,,,
6786882,completed,330526,10/1/2022 22:00,10/1/2022 22:15,10/1/2022 22:18,10/1/2022 22:48,10/1/2022 22:51,,,
6786818,completed,447065,10/1/2022 21:55,10/1/2022 22:14,10/1/2022 22:14,10/1/2022 22:22,10/1/2022 22:23,,,
6784662,completed,441743,10/1/2022 19:34,10/1/2022 19:45,10/1/2022 19:55,10/1/2022 20:00,10/1/2022 20:03,,,
6782135,completed,483451,10/1/2022 16:47,10/1/2022 17:17,10/1/2022 17:17,10/1/2022 17:26,10/1/2022 17:29,,,
6783543,completed,378483,10/1/2022 18:28,10/1/2022 18:39,10/1/2022 18:39,10/1/2022 18:47,10/1/2022 18:49,,,
6787099,completed,330526,10/1/2022 22:14,10/1/2022 22:29,10/1/2022 22:51,10/1/2022 22:51,10/1/2022 22:51,,,
6783734,completed,483451,10/1/2022 18:39,10/1/2022 18:52,10/1/2022 18:52,10/1/2022 19:01,10/1/2022 19:06,,,
6779974,completed,379770,10/1/2022 14:29,10/1/2022 14:38,10/1/2022 14:59,10/1/2022 15:00,10/1/2022 15:00,,,
6780687,completed,379785,10/1/2022 15:09,10/1/2022 15:29,10/1/2022 15:36,10/1/2022 15:39,10/1/2022 15:42,,,
6782678,completed,378483,10/1/2022 17:27,10/1/2022 17:47,10/1/2022 17:59,10/1/2022 18:00,10/1/2022 18:03,,,
6785354,completed,449971,10/1/2022 20:15,10/1/2022 20:45,10/1/2022 20:58,10/1/2022 20:59,10/1/2022 20:59,,,
6783586,completed,378483,10/1/2022 18:31,10/1/2022 18:42,10/1/2022 18:49,10/1/2022 18:52,10/1/2022 18:53,,,
6786099,completed,447065,10/1/2022 21:03,10/1/2022 21:14,10/1/2022 21:24,10/1/2022 21:25,10/1/2022 21:27,,,
6782411,completed,483451,10/1/2022 17:07,10/1/2022 17:17,10/1/2022 17:31,10/1/2022 17:33,10/1/2022 17:38,,,
6785949,completed,447065,10/1/2022 20:53,10/1/2022 21:09,10/1/2022 21:11,10/1/2022 21:21,10/1/2022 21:23,,,
6782484,completed,447065,10/1/2022 17:13,10/1/2022 17:32,10/1/2022 17:43,10/1/2022 17:50,10/1/2022 17:53,,,
6781771,completed,441743,10/1/2022 16:20,10/1/2022 16:37,10/1/2022 16:37,10/1/2022 16:48,10/1/2022 16:53,,,
6784114,completed,449971,10/1/2022 19:02,10/1/2022 19:21,10/1/2022 19:21,10/1/2022 19:32,10/1/2022 19:32,,,
6783046,completed,449971,10/1/2022 17:54,10/1/2022 18:02,10/1/2022 18:17,10/1/2022 18:20,10/1/2022 18:21,,,
6785289,completed,330526,10/1/2022 20:11,10/1/2022 20:42,10/1/2022 20:44,10/1/2022 20:52,10/1/2022 20:52,,,
6782537,completed,483451,10/1/2022 17:16,10/1/2022 17:24,10/1/2022 17:39,10/1/2022 17:41,10/1/2022 17:43,,,
6787210,completed,447065,10/1/2022 22:21,10/1/2022 22:43,10/1/2022 22:43,10/1/2022 22:48,10/1/2022 22:50,,,
6786260,completed,483451,10/1/2022 21:15,10/1/2022 21:33,10/1/2022 21:33,10/1/2022 21:43,10/1/2022 21:51,,,
6784915,completed,330526,10/1/2022 19:49,10/1/2022 20:03,10/1/2022 20:15,10/1/2022 20:19,10/1/2022 20:19,,,
6787060,completed,330526,10/1/2022 22:12,10/1/2022 22:44,10/1/2022 22:51,10/1/2022 22:59,10/1/2022 22:59,,,
6786495,completed,449971,10/1/2022 21:33,10/1/2022 21:53,10/1/2022 21:53,10/1/2022 22:33,10/1/2022 22:35,,,
6780388,completed,548763,10/1/2022 14:52,10/1/2022 15:02,10/1/2022 15:02,10/1/2022 15:07,10/1/2022 15:09,,,
6781215,completed,364676,10/1/2022 15:44,10/1/2022 15:58,10/1/2022 15:58,10/1/2022 16:06,10/1/2022 16:09,,,
6786732,completed,447065,10/1/2022 21:50,10/1/2022 22:14,10/1/2022 22:23,10/1/2022 22:26,10/1/2022 22:31,,,
6787998,completed,441743,10/1/2022 23:24,10/1/2022 23:30,10/1/2022 23:31,10/1/2022 23:38,10/1/2022 23:39,,,
6787532,completed,441743,10/1/2022 22:47,10/1/2022 22:56,10/1/2022 23:05,10/1/2022 23:14,10/1/2022 23:15,,,
6788042,completed,449971,10/1/2022 23:29,10/1/2022 23:36,10/1/2022 23:37,10/1/2022 23:42,10/1/2022 23:45,,,
6788054,completed,449971,10/1/2022 23:31,10/1/2022 23:36,10/1/2022 23:46,10/1/2022 23:50,10/1/2022 23:53,,,
6788149,completed,287306,10/1/2022 23:42,10/2/2022 7:05,10/2/2022 7:13,10/2/2022 7:16,10/2/2022 7:18,,,
6773669,completed,379779,10/1/2022 8:42,10/1/2022 8:49,10/1/2022 8:49,10/1/2022 8:55,10/1/2022 8:59,,,
6774630,completed,548763,10/1/2022 9:54,10/1/2022 10:01,10/1/2022 10:01,10/1/2022 10:09,10/1/2022 10:12,,,
6773861,completed,402571,10/1/2022 8:59,10/1/2022 11:40,10/1/2022 12:34,10/1/2022 12:44,10/1/2022 12:48,,,
6778135,completed,354690,10/1/2022 12:51,10/1/2022 12:56,10/1/2022 13:54,10/1/2022 14:06,10/1/2022 14:10,,,
6777336,completed,379770,10/1/2022 12:09,10/1/2022 12:27,10/1/2022 12:42,10/1/2022 12:53,10/1/2022 13:00,,,
6775993,completed,364676,10/1/2022 11:06,10/1/2022 11:12,10/1/2022 11:16,10/1/2022 11:25,10/1/2022 11:29,,,
6776014,completed,364676,10/1/2022 11:07,10/1/2022 11:13,10/1/2022 11:29,10/1/2022 11:31,10/1/2022 11:31,,,
6778605,completed,364676,10/1/2022 13:15,10/1/2022 13:30,10/1/2022 13:40,10/1/2022 13:45,10/1/2022 13:48,,,
6785786,completed,447065,10/1/2022 20:42,10/1/2022 21:09,10/1/2022 21:27,10/1/2022 21:31,10/1/2022 21:33,,,
6780820,completed,379770,10/1/2022 15:18,10/1/2022 15:29,10/1/2022 15:52,10/1/2022 15:52,10/1/2022 16:01,,,
6787270,completed,483451,10/1/2022 22:25,10/1/2022 22:51,10/1/2022 22:51,10/1/2022 22:53,10/1/2022 22:53,,,
6784164,completed,447065,10/1/2022 19:06,10/1/2022 19:24,10/1/2022 19:45,10/1/2022 19:45,10/1/2022 19:49,,,
6782026,completed,330526,10/1/2022 16:39,10/1/2022 16:51,10/1/2022 16:55,10/1/2022 17:20,10/1/2022 17:20,,,
6780925,completed,379770,10/1/2022 15:25,10/1/2022 15:32,10/1/2022 15:38,10/1/2022 15:46,10/1/2022 15:52,,,
6787343,completed,483451,10/1/2022 22:32,10/1/2022 22:51,10/1/2022 22:58,10/1/2022 22:59,10/1/2022 22:59,,,
6786614,completed,378483,10/1/2022 21:42,10/1/2022 22:06,10/1/2022 22:18,10/1/2022 22:22,10/1/2022 22:27,,,
6785096,completed,447065,10/1/2022 20:00,10/1/2022 20:12,10/1/2022 20:20,10/1/2022 20:27,10/1/2022 20:29,,,
6784137,completed,447065,10/1/2022 19:04,10/1/2022 19:20,10/1/2022 19:20,10/1/2022 19:39,10/1/2022 19:44,,,
6785977,completed,447065,10/1/2022 20:55,10/1/2022 21:13,10/1/2022 21:34,10/1/2022 21:36,10/1/2022 21:41,,,
6781864,completed,441743,10/1/2022 16:27,10/1/2022 16:38,10/1/2022 16:53,10/1/2022 16:57,10/1/2022 17:05,,,
6784351,completed,447065,10/1/2022 19:17,10/1/2022 19:29,10/1/2022 19:49,10/1/2022 19:53,10/1/2022 19:56,,,
6781320,completed,548763,10/1/2022 15:50,10/1/2022 16:00,10/1/2022 16:17,10/1/2022 16:18,10/1/2022 16:21,,,
6785554,completed,330526,10/1/2022 20:27,10/1/2022 20:44,10/1/2022 21:03,10/1/2022 21:12,10/1/2022 21:19,,,
6781155,completed,548763,10/1/2022 15:39,10/1/2022 16:00,10/1/2022 16:00,10/1/2022 16:09,10/1/2022 16:13,,,
6787806,completed,330526,10/1/2022 23:09,10/1/2022 23:11,10/1/2022 23:22,10/1/2022 23:33,10/1/2022 23:33,,,
6776682,completed,379770,10/1/2022 11:38,10/1/2022 11:47,10/1/2022 11:48,10/1/2022 11:49,10/1/2022 11:59,,,
6778532,completed,379785,10/1/2022 13:11,10/1/2022 13:40,10/1/2022 13:47,10/1/2022 13:57,10/1/2022 13:58,,,
6774054,completed,379770,10/1/2022 9:15,10/1/2022 9:19,10/1/2022 9:21,10/1/2022 9:31,10/1/2022 9:35,,,
6773964,completed,548763,10/1/2022 9:09,10/1/2022 9:16,10/1/2022 9:26,10/1/2022 9:31,10/1/2022 9:36,,,
6774942,completed,548763,10/1/2022 10:11,10/1/2022 10:24,10/1/2022 10:34,10/1/2022 10:44,10/1/2022 10:47,,,
6779511,completed,379770,10/1/2022 14:04,10/1/2022 14:15,10/1/2022 14:34,10/1/2022 14:44,10/1/2022 14:47,,,
6777207,completed,379785,10/1/2022 12:03,10/1/2022 12:27,10/1/2022 12:58,10/1/2022 13:04,10/1/2022 13:05,,,
6776976,completed,379785,10/1/2022 11:52,10/1/2022 12:14,10/1/2022 12:43,10/1/2022 12:55,10/1/2022 12:57,,,
6776842,completed,548763,10/1/2022 11:46,10/1/2022 12:10,10/1/2022 12:21,10/1/2022 12:27,10/1/2022 12:29,,,
6773909,completed,548763,10/1/2022 9:04,10/1/2022 9:16,10/1/2022 9:16,10/1/2022 9:23,10/1/2022 9:26,,,
6771880,completed,379770,10/1/2022 0:43,10/1/2022 11:59,10/1/2022 11:59,10/1/2022 12:02,10/1/2022 12:05,,,
6774826,completed,379785,10/1/2022 10:05,10/1/2022 10:18,10/1/2022 10:26,10/1/2022 10:32,10/1/2022 10:33,,,
6776341,completed,379779,10/1/2022 11:21,10/1/2022 11:31,10/1/2022 11:37,10/1/2022 11:42,10/1/2022 11:45,,,
6784146,completed,449971,10/1/2022 19:04,10/1/2022 19:24,10/1/2022 19:34,10/1/2022 19:46,10/1/2022 19:47,,,
6782195,completed,441743,10/1/2022 16:52,10/1/2022 17:20,10/1/2022 17:20,10/1/2022 17:33,10/1/2022 17:35,,,
6780525,completed,364676,10/1/2022 15:01,10/1/2022 15:26,10/1/2022 15:26,10/1/2022 15:31,10/1/2022 15:31,,,
6785985,completed,378483,10/1/2022 20:56,10/1/2022 21:08,10/1/2022 21:22,10/1/2022 21:29,10/1/2022 21:32,,,
6780790,completed,548763,10/1/2022 15:16,10/1/2022 15:30,10/1/2022 15:31,10/1/2022 15:43,10/1/2022 15:46,,,
6785956,completed,378483,10/1/2022 20:54,10/1/2022 21:08,10/1/2022 21:15,10/1/2022 21:20,10/1/2022 21:22,,,
6780651,completed,364676,10/1/2022 15:08,10/1/2022 15:27,10/1/2022 15:32,10/1/2022 15:35,10/1/2022 15:39,,,
6787948,completed,483451,10/1/2022 23:20,10/1/2022 23:27,10/1/2022 23:27,10/1/2022 23:39,10/1/2022 23:42,,,
6786630,completed,354690,10/1/2022 21:43,10/2/2022 10:37,10/2/2022 10:51,10/2/2022 10:58,10/2/2022 11:00,,,
6771704,completed,291322,10/1/2022 0:17,10/1/2022 0:28,10/1/2022 0:47,10/1/2022 0:54,10/1/2022 1:00,,,
6771790,completed,291322,10/1/2022 0:29,10/1/2022 0:31,10/1/2022 0:32,10/1/2022 0:44,10/1/2022 0:46,,,
6772365,completed,152165,10/1/2022 3:07,10/1/2022 3:15,10/1/2022 3:15,10/1/2022 3:29,10/1/2022 3:29,,,
6772027,completed,291322,10/1/2022 1:14,10/1/2022 1:31,10/1/2022 1:32,10/1/2022 1:37,10/1/2022 1:39,,,
6772161,completed,291322,10/1/2022 1:55,10/1/2022 2:02,10/1/2022 2:02,10/1/2022 2:15,10/1/2022 2:16,,,
6772435,completed,291322,10/1/2022 3:56,10/1/2022 4:10,10/1/2022 4:32,10/1/2022 4:33,10/1/2022 4:35,,,
6776975,completed,456708,10/1/2022 11:52,10/1/2022 12:07,10/1/2022 12:43,10/1/2022 12:48,10/1/2022 12:49,,,
6773590,completed,456708,10/1/2022 8:35,10/1/2022 8:42,10/1/2022 8:57,10/1/2022 9:11,10/1/2022 9:16,,,
6778307,completed,374082,10/1/2022 13:00,10/1/2022 13:07,10/1/2022 13:27,10/1/2022 13:31,10/1/2022 13:33,,,
6779136,completed,307589,10/1/2022 13:44,10/1/2022 14:23,10/1/2022 14:58,10/1/2022 14:58,10/1/2022 14:58,,,
6775964,completed,474484,10/1/2022 11:05,10/1/2022 11:48,10/1/2022 11:49,10/1/2022 12:00,10/1/2022 12:03,,,
6778354,completed,374082,10/1/2022 13:02,10/1/2022 13:10,10/1/2022 13:33,10/1/2022 13:40,10/1/2022 13:45,,,
6779004,completed,456708,10/1/2022 13:38,10/1/2022 13:59,10/1/2022 14:20,10/1/2022 14:23,10/1/2022 14:28,,,
6775500,completed,466737,10/1/2022 10:41,10/1/2022 10:54,10/1/2022 10:54,10/1/2022 11:07,10/1/2022 11:13,,,
6777834,completed,282743,10/1/2022 12:33,10/1/2022 13:00,10/1/2022 13:29,10/1/2022 13:38,10/1/2022 13:38,,,
6773096,completed,282743,10/1/2022 7:33,10/1/2022 7:53,10/1/2022 8:00,10/1/2022 8:12,10/1/2022 8:14,,,
6777128,completed,456708,10/1/2022 12:00,10/1/2022 12:13,10/1/2022 12:14,10/1/2022 12:25,10/1/2022 12:31,,,
6778616,completed,486430,10/1/2022 13:16,10/1/2022 13:35,10/1/2022 13:53,10/1/2022 14:00,10/1/2022 14:01,,,
6777189,completed,302299,10/1/2022 12:03,10/1/2022 12:29,10/1/2022 12:30,10/1/2022 12:40,10/1/2022 12:44,,,
6779059,completed,307589,10/1/2022 13:40,10/1/2022 14:34,10/1/2022 14:35,10/1/2022 14:55,10/1/2022 14:57,,,
6775250,completed,291788,10/1/2022 10:28,10/1/2022 10:35,10/1/2022 10:53,10/1/2022 10:57,10/1/2022 10:58,,,
6777257,completed,302299,10/1/2022 12:06,10/1/2022 12:29,10/1/2022 12:44,10/1/2022 12:57,10/1/2022 13:02,,,
6777710,completed,486430,10/1/2022 12:27,10/1/2022 12:49,10/1/2022 13:05,10/1/2022 13:22,10/1/2022 13:23,,,
6774170,completed,486430,10/1/2022 9:24,10/1/2022 9:40,10/1/2022 9:40,10/1/2022 9:52,10/1/2022 9:56,,,
6777584,completed,486430,10/1/2022 12:21,10/1/2022 12:46,10/1/2022 12:51,10/1/2022 12:56,10/1/2022 12:56,,,
6778924,completed,486430,10/1/2022 13:34,10/1/2022 13:50,10/1/2022 14:06,10/1/2022 14:39,10/1/2022 14:49,,,
6776174,completed,474484,10/1/2022 11:14,10/1/2022 11:48,10/1/2022 12:03,10/1/2022 12:10,10/1/2022 12:12,,,
6777867,completed,374082,10/1/2022 12:35,10/1/2022 13:07,10/1/2022 13:10,10/1/2022 13:21,10/1/2022 13:27,,,
6778530,completed,307589,10/1/2022 13:11,10/1/2022 13:24,10/1/2022 13:58,10/1/2022 13:58,10/1/2022 13:58,,,
6772443,completed,291322,10/1/2022 4:08,10/1/2022 4:12,10/1/2022 4:12,10/1/2022 4:25,10/1/2022 4:31,,,
6778058,completed,307589,10/1/2022 12:47,10/1/2022 13:18,10/1/2022 13:29,10/1/2022 13:41,10/1/2022 13:48,,,
6779299,completed,307589,10/1/2022 13:52,10/1/2022 14:34,10/1/2022 14:58,10/1/2022 14:58,10/1/2022 14:58,,,
6776469,completed,456708,10/1/2022 11:27,10/1/2022 12:07,10/1/2022 12:32,10/1/2022 12:33,10/1/2022 12:42,,,
6778631,completed,486430,10/1/2022 13:16,10/1/2022 13:35,10/1/2022 13:38,10/1/2022 13:49,10/1/2022 13:52,,,
6779028,completed,456708,10/1/2022 13:39,10/1/2022 13:59,10/1/2022 14:01,10/1/2022 14:11,10/1/2022 14:17,,,
6772206,completed,466737,10/1/2022 2:13,10/1/2022 13:50,10/1/2022 13:55,10/1/2022 14:01,10/1/2022 14:05,,,
6774110,completed,474484,10/1/2022 9:19,10/1/2022 9:44,10/1/2022 9:44,10/1/2022 9:56,10/1/2022 9:59,,,
6774877,not-received,291788,10/1/2022 10:07,10/1/2022 10:24,10/1/2022 10:35,10/1/2022 10:49,,,,
6779741,completed,172327,10/1/2022 14:16,10/1/2022 14:44,10/1/2022 14:50,10/1/2022 14:58,10/1/2022 14:58,,,
6778231,completed,282743,10/1/2022 12:56,10/1/2022 13:04,10/1/2022 13:41,10/1/2022 13:41,10/1/2022 13:44,,,
6775364,completed,466737,10/1/2022 10:34,10/1/2022 10:53,10/1/2022 11:14,10/1/2022 11:18,10/1/2022 11:23,,,
6778758,completed,466737,10/1/2022 13:24,10/1/2022 13:50,10/1/2022 13:52,10/1/2022 13:54,10/1/2022 13:54,,,
6775880,completed,486430,10/1/2022 11:01,10/1/2022 11:24,10/1/2022 11:39,10/1/2022 11:49,10/1/2022 11:51,,,
6773400,completed,486430,10/1/2022 8:14,10/1/2022 8:28,10/1/2022 8:48,10/1/2022 8:51,10/1/2022 8:55,,,
6772531,completed,291322,10/1/2022 5:25,10/1/2022 5:34,10/1/2022 5:34,10/1/2022 5:41,10/1/2022 5:43,,,
6774208,completed,474484,10/1/2022 9:27,10/1/2022 9:36,10/1/2022 9:40,10/1/2022 9:59,10/1/2022 9:59,,,
6773355,completed,486430,10/1/2022 8:10,10/1/2022 8:16,10/1/2022 8:28,10/1/2022 8:43,10/1/2022 8:46,,,
6773736,completed,456708,10/1/2022 8:47,10/1/2022 8:53,10/1/2022 9:28,10/1/2022 9:34,10/1/2022 9:40,,,
6777907,completed,282743,10/1/2022 12:37,10/1/2022 13:00,10/1/2022 13:03,10/1/2022 13:17,10/1/2022 13:19,,,
6775973,completed,486430,10/1/2022 11:05,10/1/2022 11:38,10/1/2022 11:55,10/1/2022 11:57,10/1/2022 11:59,,,
6779096,completed,456708,10/1/2022 13:42,10/1/2022 14:01,10/1/2022 14:28,10/1/2022 14:31,10/1/2022 14:34,,,
6778584,completed,486430,10/1/2022 13:14,10/1/2022 13:35,10/1/2022 14:01,10/1/2022 14:11,10/1/2022 14:11,,,
6778181,completed,307589,10/1/2022 12:54,10/1/2022 13:22,10/1/2022 13:49,10/1/2022 13:58,10/1/2022 13:58,,,
6773695,completed,456708,10/1/2022 8:44,10/1/2022 8:56,10/1/2022 9:20,10/1/2022 9:23,10/1/2022 9:28,,,
6782964,completed,548195,10/1/2022 17:47,10/1/2022 17:54,10/1/2022 18:10,10/1/2022 18:17,10/1/2022 18:17,,,
6786631,completed,510173,10/1/2022 21:43,10/1/2022 22:05,10/1/2022 22:18,10/1/2022 22:30,10/1/2022 22:30,,,
6784635,completed,279462,10/1/2022 19:33,10/1/2022 19:40,10/1/2022 19:48,10/1/2022 19:58,10/1/2022 20:01,,,
6782683,completed,283470,10/1/2022 17:28,10/1/2022 18:56,10/1/2022 19:18,10/1/2022 19:44,10/1/2022 19:44,,,
6785291,completed,541682,10/1/2022 20:11,10/1/2022 20:27,10/1/2022 20:43,10/1/2022 20:44,10/1/2022 20:47,,,
6785878,completed,349775,10/1/2022 20:48,10/1/2022 21:19,10/1/2022 21:34,10/1/2022 21:56,10/1/2022 21:57,,,
6783448,completed,339073,10/1/2022 18:22,10/1/2022 18:28,10/1/2022 18:32,10/1/2022 18:41,10/1/2022 18:46,,,
6784060,completed,548195,10/1/2022 18:59,10/1/2022 19:17,10/1/2022 19:17,10/1/2022 19:31,10/1/2022 19:34,,,
6780912,completed,374082,10/1/2022 15:23,10/1/2022 15:49,10/1/2022 15:50,10/1/2022 16:04,10/1/2022 16:12,,,
6782859,completed,548195,10/1/2022 17:40,10/1/2022 17:49,10/1/2022 17:50,10/1/2022 18:10,10/1/2022 18:10,,,
6784711,completed,172327,10/1/2022 19:37,10/1/2022 21:33,10/1/2022 21:54,10/1/2022 21:56,10/1/2022 21:59,,,
6782937,completed,541682,10/1/2022 17:45,10/1/2022 17:53,10/1/2022 18:09,10/1/2022 18:16,10/1/2022 18:20,,,
6784611,completed,510805,10/1/2022 19:32,10/1/2022 19:40,10/1/2022 19:59,10/1/2022 20:17,10/1/2022 20:22,,,
